OBJECTID,OID_,OBJECTID_1,title,category,target,weapon,killedinac,injured,datetimest,ORIG_OID,POINT_X,POINT_Y
-1,,380,IED EXPLOSION RPT,IED,Friendly,VOIED,9,1,9/25/2014 0:00:00,380,604182.878435904742219,4052688.706279436126351
-1,,381,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,1,5,9/25/2014 0:00:00,381,596748.082732406910509,4046021.869461881928146
-1,,382,IED EXPLOSION RPT,IED,Friendly,VOIED,6,9,9/25/2014 0:00:00,382,604419.312388828606345,4050707.752028688788414
-1,,383,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,1,9/25/2014 0:00:00,383,604721.272360123577528,4053145.380251247901469
-1,,384,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,8,0,9/25/2014 0:00:00,384,601961.849676262820140,4051272.605793108232319
-1,,385,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,8,3,9/25/2014 0:00:00,385,605623.955824713921174,4055171.704672118648887
-1,,386,ATTACK RPT,Attack,Friendly,Small Arms,8,1,9/25/2014 0:00:00,386,604254.728470931178890,4052534.602194774895906
-1,,387,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,2,9/25/2014 0:00:00,387,604733.431358924019150,4053530.755896377842873
-1,,388,ATTACK RPT,Attack,Enemy,Small Arms,9,9,9/25/2014 0:00:00,388,602335.399380471324548,4050260.593586481641978
-1,,389,DISTURBANCE,Disturbance,Friendly,Small Arms,1,5,9/25/2014 0:00:00,389,597178.217864130390808,4046432.272617764305323
-1,,390,IED EXPLOSION RPT,IED,Friendly,VOIED,8,1,9/25/2014 0:00:00,390,595657.741642060107552,4053127.878084446769208
-1,,391,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,9/25/2014 0:00:00,391,597743.640100655728020,4050215.658363321330398
-1,,392,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,8,1,9/25/2014 0:00:00,392,596487.259173507569358,4053084.145403298549354
-1,,393,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,2,9/25/2014 0:00:00,393,596511.981369313434698,4053485.796570114791393
-1,,394,IED EXPLOSION RPT,IED,Friendly,RCIED,9,0,9/25/2014 0:00:00,394,602915.522880937671289,4051901.597646291833371
-1,,395,IED EXPLOSION,IED,Friendly,Unknown,9,0,9/25/2014 0:00:00,395,598287.140815781778656,4051402.386008379049599
-1,,396,IED EXPLOSION RPT,IED,Friendly,CWIED,2,0,9/26/2014 0:00:00,396,593536.819756322656758,4051148.198998901527375
-1,,397,SURVEILLANCE RPT,Surveillance,Friendly,Unknown,0,9,9/26/2014 0:00:00,397,602673.142224233248271,4050478.077011278830469
-1,,398,IED EXPLOSION RPT,IED,Friendly,VOIED,0,9,9/26/2014 0:00:00,398,601669.918580674333498,4051039.766003474127501
-1,,399,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,8,9/26/2014 0:00:00,399,599028.541399547946639,4049911.946857903152704
-1,,400,IED EXPLOSION RPT,IED,Friendly,VOIED,5,0,9/26/2014 0:00:00,400,596878.265421800082549,4051696.440328672993928
-1,,401,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,8,0,9/26/2014 0:00:00,401,604427.093474399764091,4051783.481639524921775
-1,,402,IED EXPLOSION RPT,IED,Friendly,VOIED,5,8,9/26/2014 0:00:00,402,598446.577766239875928,4049791.353723451960832
-1,,403,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,4,9,9/26/2014 0:00:00,403,601345.385542179457843,4050135.789664652198553
-1,,404,IED EXPLOSION RPT,IED,Friendly,Unknown,2,0,9/26/2014 0:00:00,404,603428.915289238560945,4051662.073708465322852
-1,,405,IED EXPLOSION RPT,IED,Friendly,VOIED,9,9,9/26/2014 0:00:00,405,603500.032951530185528,4050679.876671781297773
-1,,406,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,6,0,9/26/2014 0:00:00,406,594955.383483207668178,4051709.467694756109267
-1,,407,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,9,8,9/26/2014 0:00:00,407,603290.952182329026982,4049817.401891792658716
-1,,408,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,5,9,9/27/2014 0:00:00,408,603651.045782149070874,4050446.966163325123489
-1,,409,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,8,0,9/27/2014 0:00:00,409,596359.111796236014925,4051344.655519449617714
-1,,410,ARREST RPT,Arrest,Enemy,Unknown,3,4,9/27/2014 0:00:00,410,596089.312810664763674,4045401.917873906437308
-1,,411,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,1,0,9/27/2014 0:00:00,411,598647.075160949258134,4051251.795648877508938
-1,,412,IED EXPLOSION RPT,IED,Friendly,VOIED,0,9,9/27/2014 0:00:00,412,598305.308244452113286,4050722.045133682899177
-1,,413,IED EXPLOSION RPT,IED,Friendly,VOIED,8,9,9/27/2014 0:00:00,413,602857.400793204666115,4050880.511867554858327
-1,,414,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,0,8,9/27/2014 0:00:00,414,599616.050228502834216,4049581.241395891178399
-1,,415,IED EXPLOSION RPT,IED,Friendly,RCIED,1,1,9/27/2014 0:00:00,415,596532.363533008028753,4052371.673479505814612
-1,,416,IED EXPLOSION RPT,IED,Friendly,VOIED,1,2,9/27/2014 0:00:00,416,596769.824328705319203,4053418.614857264794409
-1,,417,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,5,9/27/2014 0:00:00,417,595923.743415032047778,4045805.560985685791820
-1,,418,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,9,9/27/2014 0:00:00,418,596298.902760225930251,4050715.423779229633510
-1,,419,IED EXPLOSION RPT,IED,Friendly,VOIED,8,0,9/27/2014 0:00:00,419,603974.128350506303832,4051679.941776587162167
-1,,420,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,8,9,9/27/2014 0:00:00,420,594036.065211014938541,4050522.265764784067869
-1,,421,ATTACK RPT,Attack,Friendly,Small Arms,5,9,9/27/2014 0:00:00,421,600230.999552178313024,4050233.981016984209418
-1,,422,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,9,9/27/2014 0:00:00,422,601587.000004693632945,4050581.826770713087171
-1,,423,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,4,2,9/27/2014 0:00:00,423,596769.563990395865403,4053417.115261781029403
-1,,424,IED EXPLOSION RPT,IED,Friendly,VOIED,8,4,9/27/2014 0:00:00,424,596097.924046489293687,4045423.576018068939447
-1,,425,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,9,9,9/27/2014 0:00:00,425,599286.766827642568387,4050310.849862379021943
-1,,426,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,3,0,9/27/2014 0:00:00,426,596390.736977624823339,4051875.382083348464221
-1,,427,DETAIN RPT,Detain,Enemy,Unknown,1,0,9/27/2014 0:00:00,427,597547.406447113258764,4051599.005023181438446
-1,,428,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,4,0,9/27/2014 0:00:00,428,596448.528500946471468,4052029.983240897301584
-1,,429,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,8,9/27/2014 0:00:00,429,601633.169939805404283,4049360.474937729537487
-1,,430,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,9,9/27/2014 0:00:00,430,600377.701220254413784,4050599.828572719823569
-1,,431,IED EXPLOSION RPT,IED,Friendly,VOIED,9,5,9/27/2014 0:00:00,431,597008.071382838650607,4045876.244709938764572
-1,,432,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,5,1,9/28/2014 0:00:00,432,596237.530948784435168,4052769.670271021313965
-1,,433,SAFIRE RPT,Small Arms Fire,Friendly,Small Arms,4,4,9/28/2014 0:00:00,433,596767.685115790111013,4045034.297390894964337
-1,,434,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,9,1,9/28/2014 0:00:00,434,595606.625818258034997,4053004.552152498625219
-1,,435,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,0,0,9/28/2014 0:00:00,435,599213.778989813989028,4051228.658073520287871
-1,,436,IED EXPLOSION RPT,IED,Friendly,VOIED,2,9,9/28/2014 0:00:00,436,599437.187755926745012,4050894.370520001742989
-1,,437,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,4,9/28/2014 0:00:00,437,596581.023040869156830,4045018.181724761147052
-1,,438,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,9,9,9/28/2014 0:00:00,438,598149.254893892677501,4050680.467541566584259
-1,,439,IED EXPLOSION RPT,IED,Friendly,CWIED,9,1,9/28/2014 0:00:00,439,596638.801232764613815,4053135.454295134637505
-1,,440,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,9,1,9/28/2014 0:00:00,440,603118.169596071820706,4052280.352410665247589
-1,,441,DETAIN RPT,Detain,Enemy,Unknown,2,6,9/28/2014 0:00:00,441,596905.620649682008661,4046813.358108452521265
-1,,442,IED EXPLOSION RPT,IED,Friendly,VOIED,9,1,9/28/2014 0:00:00,442,596944.601801395067014,4052940.710118331480771
-1,,443,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,8,9,9/28/2014 0:00:00,443,594231.815244644414634,4050637.949021224863827
-1,,444,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,0,1,9/28/2014 0:00:00,444,597664.011042446130887,4052523.023223959840834
-1,,445,ATTACK RPT,Attack,Neutral,Small Arms,8,1,9/28/2014 0:00:00,445,595663.202756964135915,4053124.158999775070697
-1,,446,IED EXPLOSION RPT,IED,Friendly,VOIED,2,9,9/28/2014 0:00:00,446,597794.789617446716875,4050336.557593929115683
-1,,447,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,9/28/2014 0:00:00,447,599515.892243399750441,4050975.606904999352992
-1,,448,MINE STRIKE RPT,Mine,Neutral,Mine,0,1,9/28/2014 0:00:00,448,596527.566275227349252,4052369.567076393868774
-1,,449,ATTACK RPT,Attack,Neutral,Small Arms,8,4,9/28/2014 0:00:00,449,596515.782681344775483,4045460.541506730951369
-1,,450,ATTACK RPT,Attack,Friendly,Small Arms,0,2,9/28/2014 0:00:00,450,595893.068943356862292,4053859.046087394468486
-1,,451,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,1,5,9/28/2014 0:00:00,451,597395.860134668182582,4046555.311089244205505
-1,,452,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,2,9,9/28/2014 0:00:00,452,593496.501830983790569,4050829.272501468192786
-1,,453,IED EXPLOSION RPT,IED,Friendly,CWIED,8,9,9/28/2014 0:00:00,453,603547.036879167659208,4050914.519576232880354
-1,,454,ATTACK RPT,Attack,Neutral,Small Arms,8,9,9/28/2014 0:00:00,454,599442.478287632693537,4050923.446510497014970
-1,,455,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,2,9,9/28/2014 0:00:00,455,602203.359415890881792,4050510.086449688300490
-1,,456,IED EXPLOSION RPT,IED,Friendly,Unknown,8,9,9/28/2014 0:00:00,456,593860.300108105759136,4050149.722977852914482
-1,,457,PROPAGANDA,Propaganda,Friendly,RPG,9,0,9/28/2014 0:00:00,457,601520.008083500200883,4051109.131236011628062
-1,,458,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,0,0,9/28/2014 0:00:00,458,604629.290888239978813,4052181.558276625815779
-1,,459,DIRECT FIRE RPT,Direct Fire,Friendly,Mortar,5,4,9/28/2014 0:00:00,459,596097.924046489293687,4045423.576018068939447
-1,,460,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,2,9/29/2014 0:00:00,460,595493.114650596631691,4053282.061950319912285
-1,,461,MEDEVAC RPT,Other,Neutral,Unknown,8,1,9/29/2014 0:00:00,461,603740.854302688967437,4052940.545784017071128
-1,,462,IED EXPLOSION RPT,IED,Friendly,VOIED,3,1,9/29/2014 0:00:00,462,602375.062376697780564,4052449.211454004049301
-1,,463,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,0,2,9/29/2014 0:00:00,463,596125.740630226675421,4053867.634437314700335
-1,,464,IED EXPLOSION RPT,IED,Friendly,CWIED,1,0,9/29/2014 0:00:00,464,602065.747102613328025,4051354.430588550865650
-1,,465,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,6,8,9/29/2014 0:00:00,465,601074.567559815011919,4049958.480714485514909
-1,,466,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,1,9/29/2014 0:00:00,466,596843.614955852041021,4052896.674686290789396
-1,,467,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,8,9/29/2014 0:00:00,467,598291.904555494431406,4049060.893234793096781
-1,,468,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,9,1,9/29/2014 0:00:00,468,596818.047046962310560,4052575.140303144231439
-1,,469,DISTURBANCE,Disturbance,Friendly,CWIED,0,0,9/29/2014 0:00:00,469,605135.125589924631640,4051852.808721578679979
-1,,470,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,9,1,9/29/2014 0:00:00,470,596995.195837252540514,4052772.028761204797775
-1,,471,IED EXPLOSION RPT,IED,Friendly,CWIED,7,1,9/29/2014 0:00:00,471,604498.268121790140867,4052942.505975466221571
-1,,472,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,0,0,9/29/2014 0:00:00,472,604074.878996395738795,4051929.544894714374095
-1,,473,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,5,9/29/2014 0:00:00,473,596322.561862175003625,4045740.226604022085667
-1,,474,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,6,8,9/29/2014 0:00:00,474,603664.302682910463773,4049262.075977225787938
-1,,475,ATTACK RPT,Attack,Friendly,Small Arms,9,9,9/29/2014 0:00:00,475,604140.529025789583102,4050117.620152290444821
-1,,476,IED EXPLOSION RPT,IED,Friendly,VOIED,0,0,9/29/2014 0:00:00,476,602081.846566265448928,4052186.590627540368587
-1,,477,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,0,9/29/2014 0:00:00,477,598220.196490265894681,4051435.841942394617945
-1,,478,MINE STRIKE RPT,Mine,Neutral,Mine,1,0,9/29/2014 0:00:00,478,604534.098442889982834,4051674.446242750622332
-1,,479,ATTACK RPT,Attack,Neutral,Small Arms,9,8,9/29/2014 0:00:00,479,602812.339563220855780,4049315.468521312810481
-1,,480,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,0,9/29/2014 0:00:00,480,600206.608608342707157,4051181.861734027508646
-1,,481,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,8,9,9/29/2014 0:00:00,481,603734.551797315245494,4051067.470002093352377
-1,,482,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,9,0,9/29/2014 0:00:00,482,601166.215624736971222,4051330.799431440886110
-1,,483,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,0,9/29/2014 0:00:00,483,604456.716637520468794,4052216.354349740315229
-1,,484,SAFIRE RPT,Small Arms Fire,Friendly,Small Arms,1,8,9/29/2014 0:00:00,484,604521.472648157156073,4049670.000864548142999
-1,,485,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,9/29/2014 0:00:00,485,602945.650360516388901,4050310.092388211283833
-1,,486,IED EXPLOSION RPT,IED,Friendly,VOIED,8,0,9/29/2014 0:00:00,486,596035.823800983722322,4051746.193508786149323
-1,,487,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,9,8,9/29/2014 0:00:00,487,603338.107401562039740,4049378.609510703943670
-1,,488,SURVEILLANCE RPT,Surveillance,Enemy,Unknown,9,1,9/29/2014 0:00:00,488,596713.702698396285996,4053039.326264166738838
-1,,489,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,9,9/29/2014 0:00:00,489,601180.867962326505221,4050504.077437248546630
-1,,490,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,8,9/29/2014 0:00:00,490,602701.347968743881211,4049396.769467323552817
-1,,491,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,1,1,9/29/2014 0:00:00,491,596532.363533008028753,4052371.673479505814612
-1,,492,ATTACK RPT,Attack,Friendly,Small Arms,9,8,9/30/2014 0:00:00,492,604390.826484347227961,4049961.519974842667580
-1,,493,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,5,8,9/30/2014 0:00:00,493,604482.203862990951166,4049114.655246305279434
-1,,494,IED EXPLOSION RPT,IED,Friendly,VOIED,0,4,9/30/2014 0:00:00,494,596144.911482863361016,4045319.231524744536728
-1,,495,IED EXPLOSION RPT,IED,Friendly,VOIED,0,0,9/30/2014 0:00:00,495,603258.463450253009796,4051181.903668183833361
-1,,496,MINE STRIKE RPT,Mine,Neutral,Mine,0,1,9/30/2014 0:00:00,496,605303.062505660927854,4053266.044306757394224
-1,,497,ARREST,Arrest,Enemy,None,2,9,9/30/2014 0:00:00,497,597729.931994922691956,4050733.589923317078501
-1,,498,INDIRECT FIRE RPT,Indirect Fire,Friendly,Unknown,9,1,9/30/2014 0:00:00,498,603444.886744452291168,4053004.708020502235740
-1,,499,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,1,0,9/30/2014 0:00:00,499,603679.538889950141311,4051425.984372171573341
-1,,500,IED EXPLOSION RPT,IED,Friendly,VOIED,2,8,9/30/2014 0:00:00,500,604549.690297757508233,4049768.061985641717911
-1,,501,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,9/30/2014 0:00:00,501,603295.094967787270434,4050075.035592486150563
-1,,502,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,8,9/30/2014 0:00:00,502,603290.952182329026982,4049817.401891792658716
-1,,503,ARREST RPT,Arrest,Enemy,Unknown,5,1,9/30/2014 0:00:00,503,596518.809548465302214,4052575.765654066577554
-1,,504,MEDEVAC RPT,Other,Neutral,Unknown,0,0,9/30/2014 0:00:00,504,604430.678857835242525,4051338.309279596433043
-1,,505,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,9,9,9/30/2014 0:00:00,505,603808.943028834881261,4050578.108818938955665
-1,,506,INDIRECT FIRE RPT,Indirect Fire,Neutral,Mortar,0,4,9/30/2014 0:00:00,506,596419.266312882304192,4045319.279526149388403
-1,,507,INDIRECT FIRE RPT,Indirect Fire,Friendly,Unknown,0,8,9/30/2014 0:00:00,507,604864.719859173870645,4049037.677331168204546
-1,,508,IED EXPLOSION RPT,IED,Friendly,VOIED,9,9,9/30/2014 0:00:00,508,604709.679982716566883,4050535.400530251208693
-1,,509,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,0,9,9/30/2014 0:00:00,509,602498.400779092451558,4050288.191167364362627
-1,,510,IED EXPLOSION RPT,IED,Friendly,VOIED,9,3,9/30/2014 0:00:00,510,604433.907293744850904,4054532.241665407549590
-1,,511,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,1,0,9/30/2014 0:00:00,511,596376.679586970130913,4051871.065034755039960
-1,,512,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,0,9/30/2014 0:00:00,512,604735.438777592498809,4052247.578353917691857
-1,,513,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,2,5,9/30/2014 0:00:00,513,596354.967584095546044,4045811.156614277511835
-1,,514,IED EXPLOSION RPT,IED,Friendly,Unknown,0,9,9/30/2014 0:00:00,514,599214.459654140868224,4050674.517609011847526
-1,,515,INDIRECT FIRE RPT,Indirect Fire,Neutral,Mortar,8,0,10/1/2014 0:00:00,515,603001.149549929890782,4051775.061964324675500
-1,,516,ATTACK RPT,Attack,Neutral,Small Arms,1,8,10/1/2014 0:00:00,516,600464.138670501881279,4049805.276334236375988
-1,,517,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,0,10/1/2014 0:00:00,517,603930.591718213283457,4051554.216069207992405
-1,,518,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,1,0,10/1/2014 0:00:00,518,603778.901324778911658,4051545.602618124801666
-1,,519,IED EXPLOSION RPT,IED,Friendly,VOIED,5,0,10/1/2014 0:00:00,519,602963.116333581623621,4051192.629062483552843
-1,,520,IED EXPLOSION RPT,IED,Friendly,Unknown,9,2,10/1/2014 0:00:00,520,596769.563990395865403,4053417.115261781029403
-1,,521,IED EXPLOSION RPT,IED,Friendly,Unknown,0,1,10/1/2014 0:00:00,521,603734.535359373083338,4053246.736156404484063
-1,,522,SAFIRE RPT,Small Arms Fire,Neutral,Small Arms,0,4,10/1/2014 0:00:00,522,595667.261848554830067,4044692.883727395441383
-1,,523,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,2,0,10/1/2014 0:00:00,523,601649.600907304789871,4051275.876377582084388
-1,,524,(COUNTER-INSURGENCY) DEFECTING RPT,Other,Friendly,Unknown,0,1,10/1/2014 0:00:00,524,596598.962033620104194,4052386.791821939870715
-1,,525,SAFIRE RPT,Small Arms Fire,Neutral,Small Arms,0,9,10/1/2014 0:00:00,525,597794.789617446716875,4050336.557593929115683
-1,,526,IED EXPLOSION RPT,IED,Friendly,VOIED,8,2,10/1/2014 0:00:00,526,604847.203474345151335,4053559.782892560586333
-1,,527,IED EXPLOSION RPT,IED,Friendly,VOIED,5,1,10/1/2014 0:00:00,527,602033.258787843049504,4052264.196270763408393
-1,,528,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,4,4,10/1/2014 0:00:00,528,597233.874280957970768,4044770.779687839094549
-1,,529,IED EXPLOSION RPT,IED,Friendly,VOIED,1,0,10/1/2014 0:00:00,529,594641.312705621006899,4051594.180098509881645
-1,,530,ATTACK RPT,Attack,Neutral,Small Arms,8,0,10/1/2014 0:00:00,530,603819.789373553940095,4051869.979108023457229
-1,,531,IED EXPLOSION RPT,IED,Friendly,VOIED,8,0,10/1/2014 0:00:00,531,597225.004787151352502,4052010.424098604824394
-1,,532,IED EXPLOSION RPT,IED,Friendly,Unknown,1,1,10/1/2014 0:00:00,532,603601.024502514628693,4052534.192247431259602
-1,,533,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,9,0,10/1/2014 0:00:00,533,601420.101025757496245,4051391.940831368323416
-1,,534,DISTURBANCE,Disturbance,Friendly,Small Arms,2,0,10/1/2014 0:00:00,534,603799.153366847429425,4051979.536848389543593
-1,,535,INDIRECT FIRE RPT,Indirect Fire,Friendly,Unknown,8,8,10/2/2014 0:00:00,535,604319.549264328787103,4049068.068216869141906
-1,,536,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,0,10/2/2014 0:00:00,536,603632.274132216116413,4051344.852259306237102
-1,,537,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,4,9,10/2/2014 0:00:00,537,599821.130119619541802,4050755.470156082883477
-1,,538,MINE STRIKE RPT,Mine,Neutral,Mine,4,9,10/2/2014 0:00:00,538,604265.734045030199923,4050055.488776730373502
-1,,539,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,2,3,10/2/2014 0:00:00,539,605392.045159203815274,4055320.118541724048555
-1,,540,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,1,9,10/2/2014 0:00:00,540,599128.442671749158762,4050807.960160448215902
-1,,541,IED EXPLOSION RPT,IED,Friendly,Unknown,0,1,10/2/2014 0:00:00,541,604125.731049087131396,4052601.125836369115859
-1,,542,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,4,0,10/2/2014 0:00:00,542,598827.908401315333322,4051895.714694574009627
-1,,543,UNEXPLODED ORDNANCE RPT,Unexploded Ordnance,Friendly,Unknown,0,0,10/2/2014 0:00:00,543,604311.872131343116052,4051160.664012732915580
-1,,544,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,1,5,10/3/2014 0:00:00,544,596435.841450383188203,4045905.319970146752894
-1,,545,MINE STRIKE RPT,Mine,Neutral,Mine,9,0,10/3/2014 0:00:00,545,602356.349089292576537,4051125.555350566748530
-1,,546,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,2,10/3/2014 0:00:00,546,595608.670799292856827,4053429.785797679331154
-1,,547,IED EXPLOSION RPT,IED,Friendly,VOIED,0,2,10/3/2014 0:00:00,547,604685.376974503276870,4054083.963020516093820
-1,,548,ATTACK RPT,Attack,Friendly,Hand Grenade,9,9,10/3/2014 0:00:00,548,600026.293327001854777,4050114.734165955800563
-1,,549,IED EXPLOSION RPT,IED,Friendly,VOIED,0,3,10/3/2014 0:00:00,549,605833.218971081660129,4055368.930306408554316
-1,,550,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,0,1,10/3/2014 0:00:00,550,602044.628346507437527,4052221.942513012792915
-1,,551,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,1,10/3/2014 0:00:00,551,595993.761718773050234,4053012.734664545860142
-1,,552,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,6,3,10/3/2014 0:00:00,552,605618.923880639136769,4055574.024495135061443
-1,,553,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,0,8,10/3/2014 0:00:00,553,600174.985935737495311,4049232.532536569517106
-1,,554,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,9,9,10/25/2014 0:00:00,554,603808.943028834881261,4050578.108818938955665
-1,,555,SURVEILLANCE RPT,Surveillance,Enemy,Unknown,4,1,10/25/2014 0:00:00,555,604902.709644551039673,4053230.018864148296416
-1,,556,IED EXPLOSION RPT,IED,Friendly,VOIED,0,9,10/25/2014 0:00:00,556,601337.701461083255708,4050818.662539714947343
-1,,557,ATTACK RPT,Attack,Friendly,Small Arms,1,9,10/25/2014 0:00:00,557,599442.478287632693537,4050923.446510497014970
-1,,558,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,0,0,10/25/2014 0:00:00,558,604311.872131343116052,4051160.664012732915580
-1,,559,PROPAGANDA,Propaganda,Friendly,RPG,5,0,10/25/2014 0:00:00,559,603846.335499881184660,4052002.683975135907531
-1,,560,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,10/25/2014 0:00:00,560,602063.837130838888697,4050701.722930757794529
-1,,561,ATTACK RPT,Attack,Neutral,Small Arms,9,9,10/25/2014 0:00:00,561,598305.308244452113286,4050722.045133682899177
-1,,562,ATTACK RPT,Attack,Neutral,Small Arms,0,6,10/25/2014 0:00:00,562,596747.398123505059630,4047444.999121943023056
-1,,563,IED EXPLOSION RPT,IED,Friendly,VOIED,0,8,10/25/2014 0:00:00,563,599440.671016183914617,4049340.998210208024830
-1,,564,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,0,1,10/25/2014 0:00:00,564,604125.731049087131396,4052601.125836369115859
-1,,565,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,1,0,10/25/2014 0:00:00,565,601760.176312154741026,4051215.520298267249018
-1,,566,DETAIN RPT,Detain,Enemy,Unknown,0,9,10/25/2014 0:00:00,566,598873.138300601276569,4050481.760389259085059
-1,,567,IED EXPLOSION RPT,IED,Friendly,VOIED,3,9,10/25/2014 0:00:00,567,601338.547948338789865,4050862.956097997725010
-1,,568,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,1,9,10/25/2014 0:00:00,568,600947.074144953629002,4050515.393381570465863
-1,,569,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,5,10/25/2014 0:00:00,569,596074.897621341980994,4045605.972310015931726
